Primary Campus,University,School Name,Course Name,Class Name,
,,,Master of Project Management,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,,March 2025 Intake (USD),1
,,,Master of Supply Chain Innovation,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,School of Engineering,Master of Professional Engineering,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,"School of Science, Computing and Engineering Technologies",Master of Engineering Practice,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Engineering Science,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information Technology,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Science (Biotechnology),February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Science (Network Systems),July 2024 Intake (USD),1
,University of Canberra,"Faculty of Business, Government & Law",Master of Human Resource Management,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of International Business,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Marketing Management,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Accounting,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,MBA,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,MBA (Plus),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Faculty of Health,Master of Health (Research),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Pharmacy,February 2024 Intake (USD),1
,,,Master of Public Health ,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Faculty of Science and Technology,Master of Business Informatics,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Data Science ,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Engineering,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information Technology,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information Technology and Systems,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,University of New England - Australia,"Faculty of Science, Agriculture, Business and Law",Master of Computer Science,February 2024 Intake (USD),1
,,,,June 2024 Intake (USD),1
,,,Master of Cybersecurity and Computing,February 2025 Intake (USD),1
,,,Master of Economic and Regional Development,February 2024 Intake (USD),1
,,,,June 2024 Intake (USD),1
,,,Master of Environmental Science and Management,June 2024 Intake (USD) (2 Year Option),1
,,,Master of Laws,October 2024 Intake (USD),1
,University of Sydney,Faculty of Arts and Social Sciences,Master of Economic Analysis,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Public Policy,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Faculty of Engineering,Master of Complex Systems,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Computer Science,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Computer Science (advanced entry),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Cybersecurity,July 2024 Intake (USD),1
,,,Master of Engineering (Automation and Manufacturing Systems),July 2024 Intake (USD),1
,,,Master of Engineering (Biomedical Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Chemical and Biomolecular Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Civil Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Electrical Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Geomechanical Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Intelligent Information Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Mechanical Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Power Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Software Engineering),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Engineering (Structural Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Sustainability and Environmental Engineering),July 2024 Intake (USD),1
,,,Master of Engineering (Telecommunications Engineering),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Aerospace),February 2024 Intake (USD),2
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Biomedical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Chemical and Biomolecular),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Electrical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Intelligent Information Engineering),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Mechanical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Power),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Software),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Structural),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Accelerated) (Telecommunications),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Biomedical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Chemical and Biomolecular),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Civil),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Electrical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Fluids),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Geomechanical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Intelligent Information Engineering),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Mechanical),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Power),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Structural),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Sustainability and Environmental Engineering),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Project Leadership,August 2024 Intake (USD),1
,,,Master of Project Management,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Faculty of Medicine and Health,Master of Biomedical Science (Genomics and Precision Medicine),July 2024 Intake (USD),1
,,,Master of Biomedical Science (Infection and Immunity),July 2024 Intake (USD),1
,,,Master of Biostatistics,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Dental Public Health,July 2024 Intake (USD),1
,,,Master of Global Health,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Medical Physics,February 2024 Intake (USD),1
,,,Master of Nursing,February 2024 Intake (USD),1
,,,Master of Public Health,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Faculty of Science,Master of Data Science,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Mathematical Sciences,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Sydney Business School,Master of Business Administration (Leadership and Enterprise),July 2024 Intake (USD),1
,,,Master of Commerce,February 2025 Intake (Extension) (USD),1
,,,,July 2023 Intake (Extension) (USD),1
,,,,July 2024 Intake (Extension) (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Economics,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Human Resource Management and Industrial Relations,July 2024 Intake (USD),1
,,,Master of International Business,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Logistics and Supply Chain Management,July 2024 Intake (USD),1
,,,Master of Management,July 2024 Intake (USD),1
,,,Master of Professional Accounting and Business Performance,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Sydney Law School,JD,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,Master of Administrative Law and Policy,July 2024 Intake (USD),1
,,,Master of Laws,July 2024 Intake (USD),1
,University of Tasmania,"College of Arts, Law and Education",Master of Strategic Communication,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,College of Sciences and Engineering,Master of Information Technology and Systems,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Engineering (Specialisation) ,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,Tasmanian School of Business and Economics,Master of Finance,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Global Logistics and Supply Chain Management,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Professional Accounting,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,MBA,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,MBA in Maritime Management,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,University of Technology Sydney,"Faculty of Design, Architecture and Building",Master of Property Development and Project Management,Spring 2024 Intake,1
,,Faculty of Engineering and Information Technology,Master of Artificial Intelligence,Autumn 2024 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Cybersecurity,Spring 2024 Intake (USD),1
,,,Master of Data Science and Innovation,Autumn 2024 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Engineering,Spring 2024 Intake (USD),1
,,,Master of Engineering (Advanced),Autumn 2024 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Environmental Engineering Management,Spring 2024 Intake (USD),1
,,,Master of Information Technology,Autumn 2024 Intake (USD),1
,,,,Autumn 2025 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Information technology (Advanced),Autumn 2024 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Professional Engineering,Autumn 2024 Intake (USD),1
,,,,Autumn 2025 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,Faculty of Law,Master of International Commercial and Business Law,Spring 2024 Intake (USD),1
,,,Master of International Commercial and Business Law Master of Business Administration,Autumn 2024 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Laws,Spring 2024 Intake (USD),1
,,Faculty of Science,Master of Data Science in Quantitative Finance,Autumn 2024 Intake (USD),1
,,,Master of Mathematics and Quantitative Finance,Spring 2024 Intake (USD),1
,,,Master of Medical Biotechnology,Spring 2024 Intake (Extension),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Quantitative Finance,September 2024 Intake (USD),1
,,,Master of Science,Spring 2024 Intake (USD),1
,,,Master of Science - Analytical Chemistry (Extended),Spring 2024 Intake,1
,,,Master of Science Master of Business Administration,Autumn 2024 Intake (USD),1
,,,,Spring 2024 Intake (USD),1
,,UTS Business School, Master of Business Administration (MBA),Spring 2024 Intake (USD),1
,,,Master of Financial Analysis,Spring 2024 Intake (USD),1
,,,Master of Human Resource Management,Spring 2024 Intake (USD),1
,,,Master of Management,Spring 2024 Intake (USD),1
,,,Master of Marketing,Spring 2024 Intake (Extension) (USD),1
,,,,Spring 2024 Intake (USD),1
,,,Master of Professional Accounting,Spring 2024 Intake (USD),1
,,,Master of Strategic Supply Chain Management,Spring 2024 Intake (USD),1
,University of Western Australia,Business School,Master of Business Analytics,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,School of Engineering,Master of Professional Engineering,February 2025 Intake (USD),1
,,School of Molecular Sciences,Master of Biotechnology,July 2024 Intake (USD),1
,,"School of Physics, Mathematics and Computing",Master of Data Science,July 2024 Intake (USD),1
,,,Master of Information Technology,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,School of Population and Global Health,Master of Public Health,February 2025 Intake (USD),1
,University of Wollongong,Faculty of Business and Law, Master of Management ,August 2024 Intake (USD),1
,,,EMBA,May 2024 Intake (USD),1
,,,Master of Applied Finance (Financial Services),August 2024 Intake (USD),1
,,,Master of Applied Finance (Investing and Financial Services),August 2024 Intake (USD),1
,,,,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,Master of Applied Finance (Investing),August 2024 Intake (USD),1
,,,Master of Business,August 2024 Intake (USD),1
,,,Master of Business Analytics,August 2024 Intake (USD),1
,,,Master of Financial Management,August 2024 Intake (USD),1
,,,Master of Human Resource Management,August 2024 Intake (USD),1
,,,Master of Innovation and Entrepreneurship,August 2024 Intake (USD),1
,,,Master of International Business,August 2024 Intake (USD),1
,,,Master of Laws,July 2024 Intake (USD),1
,,,Master of Marketing,August 2024 Intake (USD),1
,,,Master of Professional Accounting,August 2024 Intake (USD),1
,,,Master of Professional Accounting Advanced,August 2024 Intake (USD),1
,,,,February 2024 Intake (USD),1
,,,Master of Project Management,August 2024 Intake (USD),1
,,,Master of Supply Chain Management,August 2024 Intake (USD),1
,,,Masters dual degree (2 Masters in 2 Years),Grad Year 2026,1
,,,MBA,August 2024 Intake (USD),1
,,,,February 2024 Intake (USD),1
,,,,May 2024 Intake (USD),1
,,Faculty of Engineering and Information Sciences, Master of Computing (Data Analytics),July 2024 Intake (USD),1
,,,Master of Computer Science,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Computer Science (Cyber Security),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Computer Science (Machine Learning and Big Data),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Computer Science (Network and Information Security),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Computer Science (Software Engineering),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Health Informatics,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information and Communication Technology Advanced,February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information Technology,February 2024 Intake (USD),1
,,,,February 2025 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information Technology (Enterprise Systems),February 2024 Intake (USD),1
,,,,July 2024 Intake (USD),1
,,,Master of Information Technology (Information Design and Analysis),February 2024 Intake (USD),1
